id,Author list,title,Year,m_control,n_control,sd_control,se_control,m_treatment,n_treatment,sd_treatment,se_treatment,m_Measure,m_Location,Species,Treatment_Type,Treatment_Overall,Treatment_Name,Sex,Dose (compared to AL),Treatment_length,Age_on_treatment,Strain,Other Variables,notes
648,"Vermeij, Wilbert P. and Alyodawi, Khalid and van Galen, Ivar and von der Heide, Jennie L. and Birkisdottir, Maria B. and van't Sant, Lisanne J. and Ozinga, Rutger A. and Komninos, Daphne S. J. and Smit, Kimberly and Rijksen, Yvonne M. A. and Brandt, Renata M. C. and Barnhoorn, Sander and Jaarsma, Dick and Vaiyapuri, Sathivel and Ritvos, Olli and Huber, Tobias B. and Kretz, Oliver and Patel, Ketan",Improved health by combining dietary restriction and promoting muscle growth in DNA repair-deficient progeroid mice,2024,23.13,3,,,39.02,3,,,median,Figure S1F,mice,Percent Reduction,Dietary restriction, Ercc1∆/−Mock,male,30%,life,8 weeks, Ercc1∆/−,Progeroid mice,
649,"Vermeij, Wilbert P. and Alyodawi, Khalid and van Galen, Ivar and von der Heide, Jennie L. and Birkisdottir, Maria B. and van't Sant, Lisanne J. and Ozinga, Rutger A. and Komninos, Daphne S. J. and Smit, Kimberly and Rijksen, Yvonne M. A. and Brandt, Renata M. C. and Barnhoorn, Sander and Jaarsma, Dick and Vaiyapuri, Sathivel and Ritvos, Olli and Huber, Tobias B. and Kretz, Oliver and Patel, Ketan",Improved health by combining dietary restriction and promoting muscle growth in DNA repair-deficient progeroid mice,2024,20.63,3,,,41.93,3,,,median,Figure S1F,mice,Percent Reduction,Dietary restriction, Ercc1∆/−sActRIIB,male,30%,life,8 weeks, Ercc1∆/−,Progeroid mice,
650,"Vermeij, Wilbert P. and Alyodawi, Khalid and van Galen, Ivar and von der Heide, Jennie L. and Birkisdottir, Maria B. and van't Sant, Lisanne J. and Ozinga, Rutger A. and Komninos, Daphne S. J. and Smit, Kimberly and Rijksen, Yvonne M. A. and Brandt, Renata M. C. and Barnhoorn, Sander and Jaarsma, Dick and Vaiyapuri, Sathivel and Ritvos, Olli and Huber, Tobias B. and Kretz, Oliver and Patel, Ketan",Improved health by combining dietary restriction and promoting muscle growth in DNA repair-deficient progeroid mice,2024,20.8,6,,,34.11,6,,,median,Fig 1D,mice,Percent Reduction,Dietary restriction, Ercc1∆/−lateActRIIB,mixed,30%,life,8 weeks, Ercc1∆/−,Progeroid mice,
651,"Vermeij, Wilbert P. and Alyodawi, Khalid and van Galen, Ivar and von der Heide, Jennie L. and Birkisdottir, Maria B. and van't Sant, Lisanne J. and Ozinga, Rutger A. and Komninos, Daphne S. J. and Smit, Kimberly and Rijksen, Yvonne M. A. and Brandt, Renata M. C. and Barnhoorn, Sander and Jaarsma, Dick and Vaiyapuri, Sathivel and Ritvos, Olli and Huber, Tobias B. and Kretz, Oliver and Patel, Ketan",Improved health by combining dietary restriction and promoting muscle growth in DNA repair-deficient progeroid mice,2024,21.8,6,,,36,6,,,median,Fig 1B,mice,Percent Reduction,Dietary restriction, Ercc1∆/−Mock,mixed,30%,life,8 weeks, Ercc1∆/−,Progeroid mice,
652,"Vermeij, Wilbert P. and Alyodawi, Khalid and van Galen, Ivar and von der Heide, Jennie L. and Birkisdottir, Maria B. and van't Sant, Lisanne J. and Ozinga, Rutger A. and Komninos, Daphne S. J. and Smit, Kimberly and Rijksen, Yvonne M. A. and Brandt, Renata M. C. and Barnhoorn, Sander and Jaarsma, Dick and Vaiyapuri, Sathivel and Ritvos, Olli and Huber, Tobias B. and Kretz, Oliver and Patel, Ketan",Improved health by combining dietary restriction and promoting muscle growth in DNA repair-deficient progeroid mice,2024,19.2,6,,,35.2,6,,,median,Fig 1B,mice,Percent Reduction,Dietary restriction, Ercc1∆/−sActRIIB,mixed,30%,life,8 weeks, Ercc1∆/−,Progeroid mice,
653,"Wang, Qingyi and Xu, Jilei and Luo, Man and Jiang, Yao and Gu, Yanrou and Wang, Qiwen and He, Jiamin and Sun, Yong and Lin, Yifeng and Feng, Lijun and Chen, Shujie and Hou, Tongyao",Fasting mimicking diet extends lifespan and improves intestinal and cognitive health,2024,140.6728,10,38.6823,12.232416,192.6606,10,21.75879,6.880734,mean,Fig1B,mice,Fasted,Dietary restriction,FMD,female,50-10%,life,16 months,C57/BL6J,None,
654,"Wang, Qingyi and Xu, Jilei and Luo, Man and Jiang, Yao and Gu, Yanrou and Wang, Qiwen and He, Jiamin and Sun, Yong and Lin, Yifeng and Feng, Lijun and Chen, Shujie and Hou, Tongyao",Fasting mimicking diet extends lifespan and improves intestinal and cognitive health,2024,148,10,,,189,10,,,median,Table1F,mice,Fasted,Dietary restriction,FMD,female,50-10%,life,16 months,C57/BL6J,None,
655,"Wang, X. and Du, X. and Zhou, Y. and Wang, S. and Su, F. and Zhang, S.",Intermittent food restriction initiated late in life prolongs lifespan and retards the onset of age-related markers in the annual fish Nothobranchius guentheri,2017,46.54275,50,,,50.52044,50,,,median,Fig3,killifish,Fasted,Dietary restriction,IFR,male,25%,life,9 months,Fish,None,
656,"Wei, J. and Qi, H. and Liu, K. and Zhao, C. and Bian, Y. and Li, G.","Effects of Metformin on Life Span, Cognitive Ability, and Inflammatory Response in a Short-Lived Fish",2020,307.6,49,,,355.5,48,,,mean,Fig 1A,killifish,Metformin,Metformin,Met-total,mixed,2 mg/g food,life,16 weeks,Fish,None,
657,"Wei, J. and Qi, H. and Liu, K. and Zhao, C. and Bian, Y. and Li, G.","Effects of Metformin on Life Span, Cognitive Ability, and Inflammatory Response in a Short-Lived Fish",2020,284,49,,,374,48,,,median,Fig 1A,killifish,Metformin,Metformin,Met-total,mixed,2 mg/g food,life,16 weeks,Fish,None,
658,"Wei, J. and Qi, H. and Liu, K. and Zhao, C. and Bian, Y. and Li, G.","Effects of Metformin on Life Span, Cognitive Ability, and Inflammatory Response in a Short-Lived Fish",2020,272,29,,,388,28,,,median,Fig 1A,killifish,Metformin,Metformin,Met-male,male,2 mg/g food,life,16 weeks,Fish,None,
659,"Wei, J. and Qi, H. and Liu, K. and Zhao, C. and Bian, Y. and Li, G.","Effects of Metformin on Life Span, Cognitive Ability, and Inflammatory Response in a Short-Lived Fish",2020,330,20,,,380,20,,,median,Fig 1A,killifish,Metformin,Metformin,Met-female,female,2 mg/g food,life,16 weeks,Fish,None,
660,"Weindruch, R. and Walford, R. L.",Dietary restriction in mice beginning at 1 year of age: effect on life-span and spontaneous cancer incidence,1982,24.9,24,4.409081537,0.9,38.2,29,7.53923073,1.4,mean,p1417,mice,Percent Reduction,Dietary restriction,Restricted,male,71%-56%,life,12-13 month,B6 mice,None,
661,"Weindruch, R. and Walford, R. L.",Dietary restriction in mice beginning at 1 year of age: effect on life-span and spontaneous cancer incidence,1982,33,68,5.772347876,0.7,36.9,67,5.72974694,0.7,mean,p1417,mice,Percent Reduction,Dietary restriction,Restricted,male,71%-56%,life,12-13 month,BlOC3FI mice,None,
662,"Weindruch, R. and Walford, R. L.",Dietary restriction in mice beginning at 1 year of age: effect on life-span and spontaneous cancer incidence,1982,26.1,24,,,33.7,29,,,median,fig.1,mice,Percent Reduction,Dietary restriction,Restricted,male,71%-56%,life,12-13 month,B6 mice,None,
663,"Weindruch, R. and Walford, R. L.",Dietary restriction in mice beginning at 1 year of age: effect on life-span and spontaneous cancer incidence,1982,33.2,68,,,36.7,67,,,median,fig.1,mice,Percent Reduction,Dietary restriction,Restricted,male,71%-56%,life,12-13 month,BlOC3FI mice,None,
664,"Weindruch, R. and Walford, R. L. and Fligiel, S. and Guthrie, D.","The retardation of aging in mice by dietary restriction: longevity, cancer, immunity and lifetime energy intake",1986,32.7,57,5.284884105,0.7,42.3,71,7.583534796,0.9,mean,table 3,mice,Percent Reduction,Dietary restriction,NR50,female,59%,life,21 days,C3B10RF,None,control is N/N85 (others not done as different feeding during weaning)
665,"Weindruch, R. and Walford, R. L. and Fligiel, S. and Guthrie, D.","The retardation of aging in mice by dietary restriction: longevity, cancer, immunity and lifetime energy intake",1986,32.7,57,5.284884105,0.7,45.1,60,6.971370023,0.9,mean,table 3,mice,Percent Reduction,Dietary restriction,NR40,female,47%,life,21 days,C3B10RF,None,control is N/N85 (others not done as different feeding during weaning)
666,"Weindruch, R. and Walford, R. L. and Fligiel, S. and Guthrie, D.","The retardation of aging in mice by dietary restriction: longevity, cancer, immunity and lifetime energy intake",1986,32.7,57,5.284884105,0.7,39.7,56,6.734983296,0.9,mean,table 3,mice,Percent Reduction,Dietary restriction,NR50lopro,female,47%,life,21 days,C3B10RF,None,control is N/N85 (others not done as different feeding during weaning)
667,"Weindruch, R. and Walford, R. L. and Fligiel, S. and Guthrie, D.","The retardation of aging in mice by dietary restriction: longevity, cancer, immunity and lifetime energy intake",1986,32.7,57,5.284884105,0.7,42.9,56,6.734983296,0.9,mean,table 3,mice,Percent Reduction,Dietary restriction,RR50,female,47%,life,21 days,C3B10RF,None,control is N/N85 (others not done as different feeding during weaning)
668,"Weindruch, R. and Walford, R. L. and Fligiel, S. and Guthrie, D.","The retardation of aging in mice by dietary restriction: longevity, cancer, immunity and lifetime energy intake",1986,33,57,,,43,71,,,median,Figure2,mice,Percent Reduction,Dietary restriction,NR50,female,59%,life,21 days,C3B10RF,None,control is N/N85 (others not done as different feeding during weaning)
669,"Weindruch, R. and Walford, R. L. and Fligiel, S. and Guthrie, D.","The retardation of aging in mice by dietary restriction: longevity, cancer, immunity and lifetime energy intake",1986,33,57,,,46,60,,,median,Figure2,mice,Percent Reduction,Dietary restriction,NR40,female,47%,life,21 days,C3B10RF,None,control is N/N85 (others not done as different feeding during weaning)
670,"Weindruch, R. and Walford, R. L. and Fligiel, S. and Guthrie, D.","The retardation of aging in mice by dietary restriction: longevity, cancer, immunity and lifetime energy intake",1986,33,57,,,44,56,,,median,Figure2,mice,Percent Reduction,Dietary restriction,RR50,female,47%,life,21 days,C3B10RF,None,control is N/N85 (others not done as different feeding during weaning)
671,"Weindruch, R. and Walford, R. L. and Fligiel, S. and Guthrie, D.","The retardation of aging in mice by dietary restriction: longevity, cancer, immunity and lifetime energy intake",1986,33,57,,,40,56,,,median,Figure2,mice,Percent Reduction,Dietary restriction,NR50lopro,female,47%,life,21 days,C3B10RF,None,control is N/N85 (others not done as different feeding during weaning)
672,"Wolf, Norman S. and Li, Yi and Pendergrass, William and Schmeider, Charles and Turturro, Angelo",Normal Mouse and Rat Strains as Models for Age-related Cataract and the Effect of Caloric Restriction on its Development,2000,22.8,50,,,29.7,50,,,median,fig 10,rats,Percent Reduction,Dietary restriction,CR,mixed,60%,life,14 weeks,F344 rats,None,
673,"Wolf, Norman S. and Li, Yi and Pendergrass, William and Schmeider, Charles and Turturro, Angelo",Normal Mouse and Rat Strains as Models for Age-related Cataract and the Effect of Caloric Restriction on its Development,2000,27.2,50,,,30.8,50,,,median,fig 14,mice,Percent Reduction,Dietary restriction,CR,mixed,60%,life,14 weeks,B6 mice,None,
674,"Wolf, Norman S. and Li, Yi and Pendergrass, William and Schmeider, Charles and Turturro, Angelo",Normal Mouse and Rat Strains as Models for Age-related Cataract and the Effect of Caloric Restriction on its Development,2000,29.6,50,,,34.2,50,,,median,fig 8,rats,Percent Reduction,Dietary restriction,CR,mixed,60%,life,14 weeks,BN rats,None,
675,"Wolf, Norman S. and Li, Yi and Pendergrass, William and Schmeider, Charles and Turturro, Angelo",Normal Mouse and Rat Strains as Models for Age-related Cataract and the Effect of Caloric Restriction on its Development,2000,30.8,50,,,42.6,50,,,median,fig 16,mice,Percent Reduction,Dietary restriction,CR,mixed,60%,life,14 weeks,B6D2F1 mice,None,
676,"Wolf, Norman S. and Li, Yi and Pendergrass, William and Schmeider, Charles and Turturro, Angelo",Normal Mouse and Rat Strains as Models for Age-related Cataract and the Effect of Caloric Restriction on its Development,2000,32,50,,,44,50,,,median,fig 12,mice,Percent Reduction,Dietary restriction,CR,mixed,60%,life,14 weeks,B6C3F1 mice,None,
677,"Xie, K. and Neff, F. and Markert, A. and Rozman, J. and Aguilar-Pimentel, J. A. and Amarie, O. V. and Becker, L. and Brommage, R. and Garrett, L. and Henzel, K. S. and Holter, S. M. and Janik, D. and Lehmann, I. and Moreth, K. and Pearson, B. L. and Racz, I. and Rathkolb, B. and Ryan, D. P. and Schroder, S. and Treise, I. and Bekeredjian, R. and Busch, D. H. and Graw, J. and Ehninger, G. and Klingenspor, M. and Klopstock, T. and Ollert, M. and Sandholzer, M. and Schmidt-Weber, C. and Weiergraber, M. and Wolf, E. and Wurst, W. and Zimmer, A. and Gailus-Durner, V. and Fuchs, H. and Hrabe de Angelis, M. and Ehninger, D.",Every-other-day feeding extends lifespan but fails to delay many symptoms of aging in mice,2017,806,43,,,908,37,,,mean,p2 and fig1d,mice,Fasted,Dietary restriction,EOD,male,every-other-day,life,2 months,C57BL/6J mice,None,
678,"Xie, K. and Neff, F. and Markert, A. and Rozman, J. and Aguilar-Pimentel, J. A. and Amarie, O. V. and Becker, L. and Brommage, R. and Garrett, L. and Henzel, K. S. and Holter, S. M. and Janik, D. and Lehmann, I. and Moreth, K. and Pearson, B. L. and Racz, I. and Rathkolb, B. and Ryan, D. P. and Schroder, S. and Treise, I. and Bekeredjian, R. and Busch, D. H. and Graw, J. and Ehninger, G. and Klingenspor, M. and Klopstock, T. and Ollert, M. and Sandholzer, M. and Schmidt-Weber, C. and Weiergraber, M. and Wolf, E. and Wurst, W. and Zimmer, A. and Gailus-Durner, V. and Fuchs, H. and Hrabe de Angelis, M. and Ehninger, D.",Every-other-day feeding extends lifespan but fails to delay many symptoms of aging in mice,2017,850,43,,,925,37,,,median,p2 and fig1d,mice,Fasted,Dietary restriction,EOD,male,every-other-day,life,2 months,C57BL/6J mice,None,
679,"Yamauchi, K. and Ono, T. and Ayabe, Y. and Hisamatsu, S. and Yoneya, M. and Tsutsumi, Y. and Komura, J. I.",Life-Shortening Effect of Chronic Low-Dose-Rate Irradiation in Calorie-Restricted Mice,2019,1010,62,,,1258,62,,,median,table 1,mice,Percent Reduction,Dietary restriction,Irradiation - ,male,68%,life,56 days,B6C3F1/Jcl mice,Radiation,
680,"Yamauchi, K. and Ono, T. and Ayabe, Y. and Hisamatsu, S. and Yoneya, M. and Tsutsumi, Y. and Komura, J. I.",Life-Shortening Effect of Chronic Low-Dose-Rate Irradiation in Calorie-Restricted Mice,2019,931,63,,,1115,63,,,median,table 1,mice,Percent Reduction,Dietary restriction,Iraddation +,male,68%,life,56 days,B6C3F1/Jcl mice,Radiation,
681,"Yamaza, H. and Komatsu, T. and Wakita, S. and Kijogi, C. and Park, S. and Hayashi, H. and Chiba, T. and Mori, R. and Furuyama, T. and Mori, N. and Shimokawa, I.",FoxO1 is involved in the antineoplastic effect of calorie restriction,2010,121,25,,,165,20,,,median,table 3,mice,Percent Reduction,Dietary restriction,CR,male,70%,life,12 weeks,FoxO1-knockout heterozygotic (HT),FoxO knockout,
682,"Yamaza, H. and Komatsu, T. and Wakita, S. and Kijogi, C. and Park, S. and Hayashi, H. and Chiba, T. and Mori, R. and Furuyama, T. and Mori, N. and Shimokawa, I.",FoxO1 is involved in the antineoplastic effect of calorie restriction,2010,133,19,,,167,23,,,median,table 3,mice,Percent Reduction,Dietary restriction,CR,male,70%,life,12 weeks,C57BL/6J mice,FoxO knockout,
683,"Yoshida, K. and Inoue, T. and Nojima, K. and Hirabayashi, Y. and Sado, T.",Calorie restriction reduces the incidence of myeloid leukemia induced by a single whole-body radiation in C3H/He mice,1997,788.1,165,186.2558724,14.5,832.6,135,213.7886807,18.4,mean,table 1,mice,Percent Reduction,Dietary restriction,CRA,male,NA,life,10 weeks,C3H HeNirM,Radiation,
684,"Yoshida, K. and Inoue, T. and Nojima, K. and Hirabayashi, Y. and Sado, T.",Calorie restriction reduces the incidence of myeloid leukemia induced by a single whole-body radiation in C3H/He mice,1997,674.7,163,162.1427458,12.7,773.6,131,194.5738934,17,mean,table 1,mice,Percent Reduction,Dietary restriction,3RA,male,NA,life,10 weeks,C3H HeNirM,Radiation,
685,"Yoshida, K. and Inoue, T. and Nojima, K. and Hirabayashi, Y. and Sado, T.",Calorie restriction reduces the incidence of myeloid leukemia induced by a single whole-body radiation in C3H/He mice,1997,788.1,165,186.2558724,14.5,805.9,70,209.1650066,25,mean,table 1,mice,Percent Reduction,Dietary restriction,CRB,male,NA,life,6 weeks,C3H HeNirM,Radiation,
686,"Yoshida, K. and Inoue, T. and Nojima, K. and Hirabayashi, Y. and Sado, T.",Calorie restriction reduces the incidence of myeloid leukemia induced by a single whole-body radiation in C3H/He mice,1997,674.7,163,162.1427458,12.7,713.4,76,223.1756259,25.6,mean,table 1,mice,Percent Reduction,Dietary restriction,3RB,male,NA,life,6 weeks,C3H HeNirM,Radiation,
687,"Yoshida, K. and Inoue, T. and Nojima, K. and Hirabayashi, Y. and Sado, T.",Calorie restriction reduces the incidence of myeloid leukemia induced by a single whole-body radiation in C3H/He mice,1997,830,165,,,875,135,,,median,Fig 4,mice,Percent Reduction,Dietary restriction,CRA,male,NA,life,10 weeks,C3H HeNirM,Radiation,
688,"Yoshida, K. and Inoue, T. and Nojima, K. and Hirabayashi, Y. and Sado, T.",Calorie restriction reduces the incidence of myeloid leukemia induced by a single whole-body radiation in C3H/He mice,1997,683,163,,,810,131,,,median,Fig 4,mice,Percent Reduction,Dietary restriction,3RA,male,NA,life,10 weeks,C3H HeNirM,Radiation,
